NID,YR,SC,PR,GR,ED,LD,ER,IT,NPS,ITD
301880,2017,27,,9,42956,43056,180,,,
303196,2018,21,,9,43320,43382,180,,,
303557,2017,28,S,11,42956,43244,180,,,
303779,2018,40,,7,43320,43532,180,,,
304743,2018,34,,8,43320,43343,180,,,
304760,2018,35,S,8,43384,43608,180,,,
307854,2017,35,,8,42956,43244,180,,,
307874,2017,20,,11,42956,42983,180,,,
308864,2017,27,,10,42956,42996,180,,,
310773,2018,44,,8,43320,43608,180,O,,3.07E+13
312609,2018,61,I,11,43320,43448,180,,,
312670,2017,28,,10,42956,43166,180,,,
313344,2018,35,,8,43320,43608,180,,,
313930,2017,20,,11,42956,42976,180,,,
316098,2017,27,,9,42956,43244,180,O,,3.07E+13
316701,2017,28,,11,42956,43164,180,,,
317782,2018,38,,7,43320,43403,180,,,
317955,2017,27,,9,42956,43116,180,,,
319526,2017,32,,8,42956,42961,180,,,
321839,2018,32,S,7,43320,43322,180,,,
322724,2017,24,,11,43178,43181,180,,,
322951,2018,31,,7,43320,43328,180,,,
322995,2018,27,,10,43357,43455,180,,,
324768,2018,23,,9,43320,43489,180,,,
325404,2018,42,,9,43320,43434,180,X,,
325404,2018,421,C,9,43320,43434,180,X,,
326718,2018,28,,10,43320,43455,180,,,
327695,2017,20,,10,42956,43042,180,,,
329151,2018,23,,10,43320,43376,180,,,
332268,2017,27,S,10,42956,43125,180,,,
332713,2018,28,,11,43320,43322,180,O,,3.07E+13
333193,2017,27,,9,42956,43231,180,,,
334356,2017,28,,11,42958,43110,180,,,
335683,2017,42,,10,42956,43189,180,X,,
336272,2017,28,,11,43005,43089,180,,,
339996,2017,27,,10,42956,43109,180,,,
340100,2017,27,,10,43186,43244,180,,,
340293,2018,28,,10,43320,43608,180,,,
340994,2017,27,,9,42956,43244,180,,,
343376,2017,40,,8,42956,42957,180,,,
343389,2017,47,S,11,42956,43047,180,,,
343903,2018,28,,11,43320,43608,180,,,
344884,2018,44,,7,43320,43371,180,,,
345623,2017,23,,10,43021,43140,180,,,
349705,2017,31,,8,42956,42963,180,,,
350644,2018,44,,8,43320,43360,180,,,
351173,2017,24,,10,43052,43052,180,,,
352379,2017,40,S,7,42956,43014,180,,,
356055,2018,34,,7,43320,43455,180,,,
356134,2017,27,,9,42956,43244,180,,,
356240,2018,28,,9,43320,43357,180,,,
357400,2017,28,,9,42956,43075,180,,,
358095,2018,23,,9,43320,43608,180,,,
358135,2017,35,S,7,42956,43244,180,,,
361575,2018,27,S,9,43320,43420,180,6,,3.07E+13
361826,2017,24,,9,42956,43244,180,,,
363442,2018,31,,8,43320,43335,180,,,
363528,2017,44,,7,42956,43014,180,,,
364430,2018,27,,10,43320,43455,180,,,
365091,2018,27,S,10,43320,43455,180,,,
365995,2017,20,,11,42956,42993,180,,,
367901,2018,27,,10,43320,43473,180,,,
368060,2018,23,,9,43320,43376,180,,,
370365,2018,44,,7,43320,43333,180,,,
371113,2018,23,,11,43374,43476,180,,,
372031,2017,28,,9,43159,43203,180,,,
372379,2018,27,,9,43320,43455,180,O,,3.07E+13
373067,2017,28,,9,43006,43123,180,,,
373297,2018,28,S,9,43320,43368,180,,,
373888,2017,27,,11,42956,43035,180,1,,1.96E+13
376006,2018,40,,7,43320,43473,180,,,
377089,2018,28,,11,43349,43473,180,,,
377317,2018,31,,8,43326,43340,180,,,
377759,2017,22,,10,42956,43244,180,,,
381363,2018,35,S,8,43320,43528,180,6,,3.07E+13
381447,2017,42,,8,42956,43108,180,,,
381497,2017,38,,7,42956,43056,180,,,
383176,2018,38,,7,43320,43385,180,,,
383389,2017,28,,10,42956,43213,180,,,
383657,2018,27,,11,43320,43455,180,I,,3.07E+13
394645,2017,40,,7,42976,42977,180,,,
397699,2017,28,,10,42956,43014,180,,,
398946,2018,27,,11,43320,43479,180,,,
400259,2017,44,,7,42956,43244,180,,,
401078,2017,31,,7,43109,43244,180,,,
401617,2017,27,,10,42956,43116,180,,,
406280,2017,34,,7,42956,43180,180,,,
411989,2018,28,,10,43320,43455,180,,,
422209,2017,28,,11,42956,43040,180,,,
424742,2017,27,,9,42956,43123,180,,,
429689,2017,28,,10,42956,43108,180,,,
433049,2017,40,,8,42956,43108,180,6,,3.07E+13
434683,2017,22,,9,42956,42989,180,,,
435082,2017,28,,9,43041,43185,180,,,
435242,2017,27,,9,42956,43244,180,,,
444586,2017,28,,10,42956,42958,180,,,
